Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,5197574,-,b'Iloilo',b'Philippines',10.74,122.53,8,12,8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,Relative Humidity
2020,1,1,0,0,94.58
2020,1,1,1,0,94.08
2020,1,1,2,0,94.12
2020,1,1,3,0,94.12
2020,1,1,4,0,93.95
2020,1,1,5,0,94.02
2020,1,1,6,0,93.58
2020,1,1,7,0,92.24
2020,1,1,8,0,84.86
2020,1,1,9,0,79.51
2020,1,1,10,0,76.56
2020,1,1,11,0,75.47
2020,1,1,12,0,75.33
2020,1,1,13,0,75.8
2020,1,1,14,0,76.87
2020,1,1,15,0,79.7
2020,1,1,16,0,84.19
2020,1,1,17,0,88.83
2020,1,1,18,0,90.78
2020,1,1,19,0,91.93
2020,1,1,20,0,92.58
2020,1,1,21,0,93.28
2020,1,1,22,0,93.23
2020,1,1,23,0,93.41
2020,1,2,0,0,93.13
2020,1,2,1,0,93.11
2020,1,2,2,0,93.01
2020,1,2,3,0,93.19
2020,1,2,4,0,92.89
2020,1,2,5,0,92.91
2020,1,2,6,0,92.43
2020,1,2,7,0,90.96000000000001
2020,1,2,8,0,86.54
2020,1,2,9,0,81.91
2020,1,2,10,0,78.35000000000001
2020,1,2,11,0,76.2
2020,1,2,12,0,75.5
2020,1,2,13,0,75.24
2020,1,2,14,0,75.4
2020,1,2,15,0,77.55
2020,1,2,16,0,81.73
2020,1,2,17,0,86.48
2020,1,2,18,0,89.04
2020,1,2,19,0,90.01
2020,1,2,20,0,90.51
2020,1,2,21,0,91.75
2020,1,2,22,0,92.4
2020,1,2,23,0,93.07000000000001
2020,1,3,0,0,93.45
2020,1,3,1,0,93.75
2020,1,3,2,0,94.15
2020,1,3,3,0,93.9
2020,1,3,4,0,93.94
2020,1,3,5,0,93.69
2020,1,3,6,0,93.24
2020,1,3,7,0,92.13
2020,1,3,8,0,88.88
2020,1,3,9,0,83.7
2020,1,3,10,0,79.88
2020,1,3,11,0,78.15
2020,1,3,12,0,77.12
2020,1,3,13,0,77.62
2020,1,3,14,0,78.65
2020,1,3,15,0,81.08
2020,1,3,16,0,85.42
2020,1,3,17,0,88.95
2020,1,3,18,0,91.47
2020,1,3,19,0,92.19
2020,1,3,20,0,92.11
2020,1,3,21,0,92.54
2020,1,3,22,0,92.89
2020,1,3,23,0,93.29
2020,1,4,0,0,93.58
2020,1,4,1,0,93.38
2020,1,4,2,0,93.26
2020,1,4,3,0,92.76
2020,1,4,4,0,92.88
2020,1,4,5,0,92.33
2020,1,4,6,0,92.24
2020,1,4,7,0,90.08
2020,1,4,8,0,85.62
2020,1,4,9,0,80.07000000000001
2020,1,4,10,0,76.02
2020,1,4,11,0,74.10000000000001
2020,1,4,12,0,73.53
2020,1,4,13,0,73.32000000000001
2020,1,4,14,0,74.04
2020,1,4,15,0,76.27
2020,1,4,16,0,80.72
2020,1,4,17,0,86.29
2020,1,4,18,0,88.69
2020,1,4,19,0,89.63
2020,1,4,20,0,90.24
2020,1,4,21,0,91.19
2020,1,4,22,0,92.12
2020,1,4,23,0,92.77
2020,1,5,0,0,93.5
2020,1,5,1,0,93.35000000000001
2020,1,5,2,0,93.64
2020,1,5,3,0,93.34
2020,1,5,4,0,93.5
2020,1,5,5,0,93.69
2020,1,5,6,0,93.28
2020,1,5,7,0,91.14
2020,1,5,8,0,87.09
2020,1,5,9,0,81.68
2020,1,5,10,0,77.99
2020,1,5,11,0,76.11
2020,1,5,12,0,75.03
2020,1,5,13,0,74.71000000000001
2020,1,5,14,0,74.79
2020,1,5,15,0,77.09
2020,1,5,16,0,81.89
2020,1,5,17,0,87.67
2020,1,5,18,0,89.94
2020,1,5,19,0,90.83
2020,1,5,20,0,92.2
2020,1,5,21,0,93.07000000000001
2020,1,5,22,0,94.07000000000001
2020,1,5,23,0,94.26
2020,1,6,0,0,94.84
2020,1,6,1,0,94.26
2020,1,6,2,0,94.08
2020,1,6,3,0,93.97
2020,1,6,4,0,93.64
2020,1,6,5,0,93.78
2020,1,6,6,0,93.23
2020,1,6,7,0,92.14
2020,1,6,8,0,88.15
2020,1,6,9,0,82.83
2020,1,6,10,0,79.68
2020,1,6,11,0,77.36
2020,1,6,12,0,76.09
2020,1,6,13,0,75.52
2020,1,6,14,0,75.43
2020,1,6,15,0,76.4
2020,1,6,16,0,79.68
2020,1,6,17,0,84.75
2020,1,6,18,0,87.66
2020,1,6,19,0,89.26
2020,1,6,20,0,90.29
2020,1,6,21,0,90.98
2020,1,6,22,0,91.2
2020,1,6,23,0,91.49
2020,1,7,0,0,92.60000000000001
2020,1,7,1,0,94.06
2020,1,7,2,0,94.03
2020,1,7,3,0,94.37
2020,1,7,4,0,94.49
2020,1,7,5,0,93.98
2020,1,7,6,0,92.88
2020,1,7,7,0,89.60000000000001
2020,1,7,8,0,86.23
2020,1,7,9,0,81.23
2020,1,7,10,0,77.17
2020,1,7,11,0,74.2
2020,1,7,12,0,72.83
2020,1,7,13,0,71.98
2020,1,7,14,0,71.95
2020,1,7,15,0,73.55
2020,1,7,16,0,78.09
2020,1,7,17,0,84.59
2020,1,7,18,0,86.85000000000001
2020,1,7,19,0,88.02
2020,1,7,20,0,89.27
2020,1,7,21,0,89.97
2020,1,7,22,0,90.37
2020,1,7,23,0,90.49
2020,1,8,0,0,90.53
2020,1,8,1,0,90.28
2020,1,8,2,0,90.68
2020,1,8,3,0,92.13
2020,1,8,4,0,92.48
2020,1,8,5,0,92.93
2020,1,8,6,0,93.2
2020,1,8,7,0,92.14
2020,1,8,8,0,90.38
2020,1,8,9,0,85.77
2020,1,8,10,0,80.22
2020,1,8,11,0,75.99
2020,1,8,12,0,73.17
2020,1,8,13,0,71.75
2020,1,8,14,0,72.12
2020,1,8,15,0,74.12
2020,1,8,16,0,79.48
2020,1,8,17,0,85.73
2020,1,8,18,0,88.68
2020,1,8,19,0,89.92
2020,1,8,20,0,90.7
2020,1,8,21,0,90.99
2020,1,8,22,0,91.62
2020,1,8,23,0,91.74
2020,1,9,0,0,92.28
2020,1,9,1,0,92.07000000000001
2020,1,9,2,0,92.15
2020,1,9,3,0,91.93
2020,1,9,4,0,91.66
2020,1,9,5,0,91.41
2020,1,9,6,0,90.89
2020,1,9,7,0,89.64
2020,1,9,8,0,85.16
2020,1,9,9,0,79.76
2020,1,9,10,0,76.31
2020,1,9,11,0,74.44
2020,1,9,12,0,74.23
2020,1,9,13,0,73.52
2020,1,9,14,0,73.49
2020,1,9,15,0,74.61
2020,1,9,16,0,77.92
2020,1,9,17,0,83.98
2020,1,9,18,0,87.02
2020,1,9,19,0,87.56
2020,1,9,20,0,87.42
2020,1,9,21,0,87.54
2020,1,9,22,0,87.51
2020,1,9,23,0,87.62
2020,1,10,0,0,88.72
2020,1,10,1,0,89.38
2020,1,10,2,0,89.59
2020,1,10,3,0,90.04
2020,1,10,4,0,90.05
2020,1,10,5,0,90.79
2020,1,10,6,0,90.51
2020,1,10,7,0,87.05
2020,1,10,8,0,83.53
2020,1,10,9,0,79.81
2020,1,10,10,0,77.17
2020,1,10,11,0,75.66
2020,1,10,12,0,75.3
2020,1,10,13,0,75.03
2020,1,10,14,0,75.28
2020,1,10,15,0,76.75
2020,1,10,16,0,80.94
2020,1,10,17,0,86.93
2020,1,10,18,0,89.9
2020,1,10,19,0,90.79
2020,1,10,20,0,91.71000000000001
2020,1,10,21,0,91.78
2020,1,10,22,0,91.94
2020,1,10,23,0,92.49
2020,1,11,0,0,93.17
2020,1,11,1,0,93.60000000000001
2020,1,11,2,0,93.10000000000001
2020,1,11,3,0,92.29
2020,1,11,4,0,91.83
2020,1,11,5,0,91.84
2020,1,11,6,0,90.47
2020,1,11,7,0,87.10000000000001
2020,1,11,8,0,82.46000000000001
2020,1,11,9,0,79.21000000000001
2020,1,11,10,0,76.44
2020,1,11,11,0,75.02
2020,1,11,12,0,74.26
2020,1,11,13,0,74.07000000000001
2020,1,11,14,0,74.3
2020,1,11,15,0,75.88
2020,1,11,16,0,79.83
2020,1,11,17,0,86.76
2020,1,11,18,0,89.62
2020,1,11,19,0,90.75
2020,1,11,20,0,91.66
2020,1,11,21,0,92.69
2020,1,11,22,0,93.63
2020,1,11,23,0,94.10000000000001
2020,1,12,0,0,94.38
2020,1,12,1,0,94.34
2020,1,12,2,0,94.22
2020,1,12,3,0,93.5
2020,1,12,4,0,93.41
2020,1,12,5,0,93.26
2020,1,12,6,0,91.58
2020,1,12,7,0,87.83
2020,1,12,8,0,82.02
2020,1,12,9,0,77.62
2020,1,12,10,0,74.49
2020,1,12,11,0,72.46000000000001
2020,1,12,12,0,71.52
2020,1,12,13,0,71.27
2020,1,12,14,0,71.74
2020,1,12,15,0,73.41
2020,1,12,16,0,76.71000000000001
2020,1,12,17,0,83.16
2020,1,12,18,0,85.99
2020,1,12,19,0,87.24
2020,1,12,20,0,87.82000000000001
2020,1,12,21,0,88.55
2020,1,12,22,0,89.18
2020,1,12,23,0,89.66
2020,1,13,0,0,90.78
2020,1,13,1,0,92.10000000000001
2020,1,13,2,0,92.44
2020,1,13,3,0,92.87
2020,1,13,4,0,92.45
2020,1,13,5,0,91.92
2020,1,13,6,0,90.56
2020,1,13,7,0,86.58
2020,1,13,8,0,82.23
2020,1,13,9,0,79.02
2020,1,13,10,0,76.99
2020,1,13,11,0,75.94
2020,1,13,12,0,75.25
2020,1,13,13,0,74.7
2020,1,13,14,0,74.83
2020,1,13,15,0,75.87
2020,1,13,16,0,79.44
2020,1,13,17,0,85.65
2020,1,13,18,0,88.43
2020,1,13,19,0,89.71000000000001
2020,1,13,20,0,91.52
2020,1,13,21,0,92.14
2020,1,13,22,0,92.75
2020,1,13,23,0,93.33
2020,1,14,0,0,94.47
2020,1,14,1,0,94.77
2020,1,14,2,0,94.66
2020,1,14,3,0,94.52
2020,1,14,4,0,93.68
2020,1,14,5,0,93.56
2020,1,14,6,0,92.13
2020,1,14,7,0,88.52
2020,1,14,8,0,84.34
2020,1,14,9,0,79.88
2020,1,14,10,0,76.52
2020,1,14,11,0,74.76
2020,1,14,12,0,74.8
2020,1,14,13,0,74.61
2020,1,14,14,0,75.24
2020,1,14,15,0,76.34
2020,1,14,16,0,80.57000000000001
2020,1,14,17,0,86.99
2020,1,14,18,0,89.87
2020,1,14,19,0,91.89
2020,1,14,20,0,92.98
2020,1,14,21,0,93.84
2020,1,14,22,0,94.18
2020,1,14,23,0,94.46000000000001
2020,1,15,0,0,93.99
2020,1,15,1,0,94.2
2020,1,15,2,0,93.91
2020,1,15,3,0,93.81
2020,1,15,4,0,93.94
2020,1,15,5,0,94.53
2020,1,15,6,0,93.60000000000001
2020,1,15,7,0,90.54
2020,1,15,8,0,85.91
2020,1,15,9,0,81.74
2020,1,15,10,0,79.21000000000001
2020,1,15,11,0,77.59
2020,1,15,12,0,76.87
2020,1,15,13,0,76.97
2020,1,15,14,0,77.86
2020,1,15,15,0,79.83
2020,1,15,16,0,84.13
2020,1,15,17,0,89.48
2020,1,15,18,0,91.92
2020,1,15,19,0,93.06
2020,1,15,20,0,93.77
2020,1,15,21,0,94.78
2020,1,15,22,0,94.33
2020,1,15,23,0,94.31
2020,1,16,0,0,94.32000000000001
2020,1,16,1,0,94.52
2020,1,16,2,0,94.4
2020,1,16,3,0,94.57000000000001
2020,1,16,4,0,94.57000000000001
2020,1,16,5,0,95.09
2020,1,16,6,0,94.31
2020,1,16,7,0,93.22
2020,1,16,8,0,90.63
2020,1,16,9,0,86.33
2020,1,16,10,0,82.69
2020,1,16,11,0,80.58
2020,1,16,12,0,79.57000000000001
2020,1,16,13,0,79.69
2020,1,16,14,0,80.37
2020,1,16,15,0,81.73
2020,1,16,16,0,85.37
2020,1,16,17,0,90.61
2020,1,16,18,0,92.71000000000001
2020,1,16,19,0,93.51
2020,1,16,20,0,94.32000000000001
2020,1,16,21,0,95.15
2020,1,16,22,0,95.10000000000001
2020,1,16,23,0,94.54
2020,1,17,0,0,94.68
2020,1,17,1,0,94.55
2020,1,17,2,0,94.3
2020,1,17,3,0,94.15
2020,1,17,4,0,94.17
2020,1,17,5,0,94.34
2020,1,17,6,0,93.5
2020,1,17,7,0,90.69
2020,1,17,8,0,84.95
2020,1,17,9,0,79.3
2020,1,17,10,0,75.60000000000001
2020,1,17,11,0,74.27
2020,1,17,12,0,73.3
2020,1,17,13,0,73.24
2020,1,17,14,0,73.79
2020,1,17,15,0,75.01
2020,1,17,16,0,78.25
2020,1,17,17,0,85.27
2020,1,17,18,0,87.52
2020,1,17,19,0,89.53
2020,1,17,20,0,91.31
2020,1,17,21,0,92.72
2020,1,17,22,0,92.85000000000001
2020,1,17,23,0,93.9
2020,1,18,0,0,94.52
2020,1,18,1,0,94.86
2020,1,18,2,0,95.08
2020,1,18,3,0,95.56
2020,1,18,4,0,95.48
2020,1,18,5,0,95.91
2020,1,18,6,0,94.12
2020,1,18,7,0,89.56
2020,1,18,8,0,84.69
2020,1,18,9,0,80.15
2020,1,18,10,0,77.49
2020,1,18,11,0,76.51
2020,1,18,12,0,75.48
2020,1,18,13,0,75.52
2020,1,18,14,0,76.54
2020,1,18,15,0,78.39
2020,1,18,16,0,81.35000000000001
2020,1,18,17,0,86.78
2020,1,18,18,0,89.75
2020,1,18,19,0,91.60000000000001
2020,1,18,20,0,92.61
2020,1,18,21,0,93.13
2020,1,18,22,0,93.73
2020,1,18,23,0,93.99
2020,1,19,0,0,93.94
2020,1,19,1,0,93.67
2020,1,19,2,0,93.75
2020,1,19,3,0,93.21000000000001
2020,1,19,4,0,92.96000000000001
2020,1,19,5,0,92.82000000000001
2020,1,19,6,0,91.72
2020,1,19,7,0,88.38
2020,1,19,8,0,83.52
2020,1,19,9,0,78.94
2020,1,19,10,0,75.69
2020,1,19,11,0,73.65
2020,1,19,12,0,73.19
2020,1,19,13,0,72.98
2020,1,19,14,0,73.87
2020,1,19,15,0,75.7
2020,1,19,16,0,79.21000000000001
2020,1,19,17,0,86.03
2020,1,19,18,0,89.79
2020,1,19,19,0,91.63
2020,1,19,20,0,93.08
2020,1,19,21,0,93.61
2020,1,19,22,0,93.66
2020,1,19,23,0,93.52
2020,1,20,0,0,93.3
2020,1,20,1,0,93.68
2020,1,20,2,0,94.2
2020,1,20,3,0,94.06
2020,1,20,4,0,94
2020,1,20,5,0,93.91
2020,1,20,6,0,93.77
2020,1,20,7,0,92.25
2020,1,20,8,0,89.14
2020,1,20,9,0,84.78
2020,1,20,10,0,81.26
2020,1,20,11,0,78.38
2020,1,20,12,0,76.86
2020,1,20,13,0,76.17
2020,1,20,14,0,75.96000000000001
2020,1,20,15,0,77.11
2020,1,20,16,0,80.43
2020,1,20,17,0,84.98
2020,1,20,18,0,87.62
2020,1,20,19,0,88.93
2020,1,20,20,0,89.2
2020,1,20,21,0,90.13
2020,1,20,22,0,90.07000000000001
2020,1,20,23,0,90.2
2020,1,21,0,0,89.61
2020,1,21,1,0,89.21000000000001
2020,1,21,2,0,88.21000000000001
2020,1,21,3,0,87.87
2020,1,21,4,0,86.73
2020,1,21,5,0,86.32000000000001
2020,1,21,6,0,85.33
2020,1,21,7,0,80.91
2020,1,21,8,0,73.75
2020,1,21,9,0,69.3
2020,1,21,10,0,66.85
2020,1,21,11,0,65.41
2020,1,21,12,0,64.67
2020,1,21,13,0,64.62
2020,1,21,14,0,65.23
2020,1,21,15,0,66.96000000000001
2020,1,21,16,0,71.16
2020,1,21,17,0,78.56
2020,1,21,18,0,83.44
2020,1,21,19,0,85.31
2020,1,21,20,0,85.52
2020,1,21,21,0,86.5
2020,1,21,22,0,87.91
2020,1,21,23,0,89.02
2020,1,22,0,0,90.22
2020,1,22,1,0,90.43
2020,1,22,2,0,91.22
2020,1,22,3,0,91.51
2020,1,22,4,0,91.96000000000001
2020,1,22,5,0,92.23
2020,1,22,6,0,91.27
2020,1,22,7,0,87.74
2020,1,22,8,0,80.73
2020,1,22,9,0,74.73
2020,1,22,10,0,71.26
2020,1,22,11,0,69.41
2020,1,22,12,0,68.5
2020,1,22,13,0,68.53
2020,1,22,14,0,69.28
2020,1,22,15,0,70.92
2020,1,22,16,0,75.19
2020,1,22,17,0,81.34
2020,1,22,18,0,85.22
2020,1,22,19,0,86.43
2020,1,22,20,0,86.55
2020,1,22,21,0,86.82000000000001
2020,1,22,22,0,88.08
2020,1,22,23,0,89.03
2020,1,23,0,0,88.67
2020,1,23,1,0,88.9
2020,1,23,2,0,88.66
2020,1,23,3,0,88.84
2020,1,23,4,0,88.84
2020,1,23,5,0,88.57000000000001
2020,1,23,6,0,87.47
2020,1,23,7,0,83.29
2020,1,23,8,0,78.09
2020,1,23,9,0,74.95
2020,1,23,10,0,73.14
2020,1,23,11,0,71.48
2020,1,23,12,0,70.51
2020,1,23,13,0,70.24
2020,1,23,14,0,70.97
2020,1,23,15,0,72.44
2020,1,23,16,0,76.06
2020,1,23,17,0,83.16
2020,1,23,18,0,87.89
2020,1,23,19,0,89.66
2020,1,23,20,0,91.01
2020,1,23,21,0,91.55
2020,1,23,22,0,92.7
2020,1,23,23,0,93.87
2020,1,24,0,0,94.82000000000001
2020,1,24,1,0,94.91
2020,1,24,2,0,94.87
2020,1,24,3,0,95.04
2020,1,24,4,0,95.26
2020,1,24,5,0,94.87
2020,1,24,6,0,94.14
2020,1,24,7,0,90.94
2020,1,24,8,0,85.33
2020,1,24,9,0,80.13
2020,1,24,10,0,76.82000000000001
2020,1,24,11,0,74.88
2020,1,24,12,0,74.02
2020,1,24,13,0,74.04
2020,1,24,14,0,74.72
2020,1,24,15,0,77.03
2020,1,24,16,0,81.18
2020,1,24,17,0,87.59
2020,1,24,18,0,90.18
2020,1,24,19,0,92.21000000000001
2020,1,24,20,0,93.13
2020,1,24,21,0,94.08
2020,1,24,22,0,94.33
2020,1,24,23,0,94.55
2020,1,25,0,0,94.76
2020,1,25,1,0,94.81
2020,1,25,2,0,94.87
2020,1,25,3,0,94.54
2020,1,25,4,0,94.88
2020,1,25,5,0,94.78
2020,1,25,6,0,94.03
2020,1,25,7,0,91.88
2020,1,25,8,0,86.37
2020,1,25,9,0,80.16
2020,1,25,10,0,77.06
2020,1,25,11,0,75.36
2020,1,25,12,0,74.25
2020,1,25,13,0,74.10000000000001
2020,1,25,14,0,74.89
2020,1,25,15,0,76.72
2020,1,25,16,0,80.59
2020,1,25,17,0,87.16
2020,1,25,18,0,90.08
2020,1,25,19,0,91.26
2020,1,25,20,0,92.31
2020,1,25,21,0,93.52
2020,1,25,22,0,94.22
2020,1,25,23,0,95.03
2020,1,26,0,0,95.71000000000001
2020,1,26,1,0,95.56
2020,1,26,2,0,95.03
2020,1,26,3,0,94.35000000000001
2020,1,26,4,0,93.89
2020,1,26,5,0,93.69
2020,1,26,6,0,92.57000000000001
2020,1,26,7,0,89.21000000000001
2020,1,26,8,0,83.68
2020,1,26,9,0,76.56
2020,1,26,10,0,73.46000000000001
2020,1,26,11,0,70.61
2020,1,26,12,0,68.93
2020,1,26,13,0,67.87
2020,1,26,14,0,68.01
2020,1,26,15,0,69.43
2020,1,26,16,0,72.33
2020,1,26,17,0,77.2
2020,1,26,18,0,80.97
2020,1,26,19,0,83.78
2020,1,26,20,0,85.91
2020,1,26,21,0,86.14
2020,1,26,22,0,87.11
2020,1,26,23,0,88.54
2020,1,27,0,0,89.79
2020,1,27,1,0,90.9
2020,1,27,2,0,91.16
2020,1,27,3,0,90.3
2020,1,27,4,0,90.21000000000001
2020,1,27,5,0,89.69
2020,1,27,6,0,89.64
2020,1,27,7,0,83.87
2020,1,27,8,0,76.85000000000001
2020,1,27,9,0,72.3
2020,1,27,10,0,71.29
2020,1,27,11,0,69.34
2020,1,27,12,0,68.31
2020,1,27,13,0,67.71000000000001
2020,1,27,14,0,67.51
2020,1,27,15,0,68.72
2020,1,27,16,0,72.18
2020,1,27,17,0,79.51
2020,1,27,18,0,84.14
2020,1,27,19,0,84.78
2020,1,27,20,0,86.08
2020,1,27,21,0,87.94
2020,1,27,22,0,89.78
2020,1,27,23,0,91.3
2020,1,28,0,0,92.51
2020,1,28,1,0,93.45
2020,1,28,2,0,94.21000000000001
2020,1,28,3,0,94.78
2020,1,28,4,0,95.07000000000001
2020,1,28,5,0,95.09
2020,1,28,6,0,93.07000000000001
2020,1,28,7,0,86.4
2020,1,28,8,0,79.96000000000001
2020,1,28,9,0,74.55
2020,1,28,10,0,71.77
2020,1,28,11,0,70.66
2020,1,28,12,0,69.64
2020,1,28,13,0,68.31
2020,1,28,14,0,66.89
2020,1,28,15,0,67.52
2020,1,28,16,0,71.26
2020,1,28,17,0,79.66
2020,1,28,18,0,84.82000000000001
2020,1,28,19,0,85.49
2020,1,28,20,0,86.96000000000001
2020,1,28,21,0,88.72
2020,1,28,22,0,90.62
2020,1,28,23,0,92.03
2020,1,29,0,0,93.25
2020,1,29,1,0,93.88
2020,1,29,2,0,94.62
2020,1,29,3,0,95.34
2020,1,29,4,0,94.58
2020,1,29,5,0,94.75
2020,1,29,6,0,92.22
2020,1,29,7,0,85
2020,1,29,8,0,77.68
2020,1,29,9,0,71.8
2020,1,29,10,0,67.52
2020,1,29,11,0,66.93
2020,1,29,12,0,66.53
2020,1,29,13,0,66.33
2020,1,29,14,0,66.21000000000001
2020,1,29,15,0,67.21000000000001
2020,1,29,16,0,70.55
2020,1,29,17,0,77.55
2020,1,29,18,0,81.68
2020,1,29,19,0,83.3
2020,1,29,20,0,85.32000000000001
2020,1,29,21,0,87.53
2020,1,29,22,0,89.01
2020,1,29,23,0,90.38
2020,1,30,0,0,91.88
2020,1,30,1,0,93.4
2020,1,30,2,0,94.29
2020,1,30,3,0,94.22
2020,1,30,4,0,94.46000000000001
2020,1,30,5,0,94.24
2020,1,30,6,0,90.53
2020,1,30,7,0,81.94
2020,1,30,8,0,74.79
2020,1,30,9,0,68.55
2020,1,30,10,0,64.02
2020,1,30,11,0,61.42
2020,1,30,12,0,60.550000000000004
2020,1,30,13,0,62.22
2020,1,30,14,0,63.59
2020,1,30,15,0,64.76
2020,1,30,16,0,68.68
2020,1,30,17,0,76.42
2020,1,30,18,0,79.97
2020,1,30,19,0,82.17
2020,1,30,20,0,84.21000000000001
2020,1,30,21,0,85.84
2020,1,30,22,0,86.48
2020,1,30,23,0,87.44
2020,1,31,0,0,88.48
2020,1,31,1,0,89.46000000000001
2020,1,31,2,0,90.51
2020,1,31,3,0,91.06
2020,1,31,4,0,91.27
2020,1,31,5,0,91.51
2020,1,31,6,0,88.10000000000001
2020,1,31,7,0,81.14
2020,1,31,8,0,74.85000000000001
2020,1,31,9,0,70.4
2020,1,31,10,0,66.56
2020,1,31,11,0,64.2
2020,1,31,12,0,62.81
2020,1,31,13,0,62.730000000000004
2020,1,31,14,0,63.45
2020,1,31,15,0,64.99
2020,1,31,16,0,67.93
2020,1,31,17,0,75.15
2020,1,31,18,0,80.88
2020,1,31,19,0,83.62
2020,1,31,20,0,84.60000000000001
2020,1,31,21,0,85.66
2020,1,31,22,0,86.56
2020,1,31,23,0,87.55
2020,2,1,0,0,86.86
2020,2,1,1,0,86.99
2020,2,1,2,0,86.99
2020,2,1,3,0,86.59
2020,2,1,4,0,86.95
2020,2,1,5,0,86.98
2020,2,1,6,0,86.29
2020,2,1,7,0,80.39
2020,2,1,8,0,74.58
2020,2,1,9,0,70.67
2020,2,1,10,0,67.5
2020,2,1,11,0,65.28
2020,2,1,12,0,64.18
2020,2,1,13,0,63.97
2020,2,1,14,0,65.34
2020,2,1,15,0,67.22
2020,2,1,16,0,70.52
2020,2,1,17,0,76.36
2020,2,1,18,0,80.93
2020,2,1,19,0,83.71000000000001
2020,2,1,20,0,84.98
2020,2,1,21,0,85.83
2020,2,1,22,0,86.71000000000001
2020,2,1,23,0,87.13
2020,2,2,0,0,87.56
2020,2,2,1,0,87.84
2020,2,2,2,0,87.78
2020,2,2,3,0,87.86
2020,2,2,4,0,87.93
2020,2,2,5,0,87.62
2020,2,2,6,0,85.89
2020,2,2,7,0,79.18
2020,2,2,8,0,73.08
2020,2,2,9,0,68.78
2020,2,2,10,0,65.78
2020,2,2,11,0,64.38
2020,2,2,12,0,63.21
2020,2,2,13,0,63.04
2020,2,2,14,0,63.440000000000005
2020,2,2,15,0,65.43
2020,2,2,16,0,68.48
2020,2,2,17,0,74.12
2020,2,2,18,0,78.83
2020,2,2,19,0,80.5
2020,2,2,20,0,81.68
2020,2,2,21,0,82.45
2020,2,2,22,0,83.48
2020,2,2,23,0,83.77
2020,2,3,0,0,84.68
2020,2,3,1,0,84.54
2020,2,3,2,0,84.44
2020,2,3,3,0,84.4
2020,2,3,4,0,84.57000000000001
2020,2,3,5,0,84.25
2020,2,3,6,0,82.22
2020,2,3,7,0,75.23
2020,2,3,8,0,67.97
2020,2,3,9,0,63.97
2020,2,3,10,0,61.690000000000005
2020,2,3,11,0,59.94
2020,2,3,12,0,59.49
2020,2,3,13,0,59.19
2020,2,3,14,0,59.730000000000004
2020,2,3,15,0,61.160000000000004
2020,2,3,16,0,63.84
2020,2,3,17,0,70.10000000000001
2020,2,3,18,0,75.45
2020,2,3,19,0,77.39
2020,2,3,20,0,78.55
2020,2,3,21,0,79.3
2020,2,3,22,0,80.28
2020,2,3,23,0,81.18
2020,2,4,0,0,81.48
2020,2,4,1,0,82.63
2020,2,4,2,0,83.16
2020,2,4,3,0,84.45
2020,2,4,4,0,85.86
2020,2,4,5,0,86.38
2020,2,4,6,0,83.96000000000001
2020,2,4,7,0,76.06
2020,2,4,8,0,69.38
2020,2,4,9,0,64.27
2020,2,4,10,0,60.800000000000004
2020,2,4,11,0,58.09
2020,2,4,12,0,56.81
2020,2,4,13,0,56.14
2020,2,4,14,0,57.050000000000004
2020,2,4,15,0,58.67
2020,2,4,16,0,62.13
2020,2,4,17,0,70.87
2020,2,4,18,0,77.92
2020,2,4,19,0,80.4
2020,2,4,20,0,82.41
2020,2,4,21,0,83.46000000000001
2020,2,4,22,0,84.71000000000001
2020,2,4,23,0,86.19
2020,2,5,0,0,87.81
2020,2,5,1,0,89.10000000000001
2020,2,5,2,0,90.59
2020,2,5,3,0,91.15
2020,2,5,4,0,91.67
2020,2,5,5,0,91.73
2020,2,5,6,0,88.84
2020,2,5,7,0,82.09
2020,2,5,8,0,76.88
2020,2,5,9,0,73.4
2020,2,5,10,0,69.87
2020,2,5,11,0,67.85
2020,2,5,12,0,68.18
2020,2,5,13,0,69.46000000000001
2020,2,5,14,0,71.39
2020,2,5,15,0,74.74
2020,2,5,16,0,79.09
2020,2,5,17,0,86.10000000000001
2020,2,5,18,0,89.62
2020,2,5,19,0,91.59
2020,2,5,20,0,92.62
2020,2,5,21,0,93.11
2020,2,5,22,0,93.28
2020,2,5,23,0,93.27
2020,2,6,0,0,93.31
